Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
533151,,DBCORP,D B Corp Ltd,Active,A ,10.00,INE950I01011,Publishing,Equity
533155,,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.00,INE797F01012,Restaurants,Equity
533162,,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2.00,INE982F01036,Broadcasting & Cable TV,Equity
533179,,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10.00,INE262H01013,IT Consulting & Software,Equity
533206,,SJVN,SJVN Ltd,Active,A ,10.00,INE002L01015,Electric Utilities,Equity
533229,,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1.00,INE933K01021,Personal Products,Equity
533248,,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.00,INE517F01014,Marine Port & Services,Equity
533269,,WABAG,VA TECH WABAG LTD.,Active,A ,2.00,INE956G01038,Utilities:Non-Elec.,Equity
533271,,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.00,INE442H01029,Roads & Highways,Equity
533273,,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.00,INE093I01010,Realty,Equity
533274,,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.00,INE811K01011,Realty,Equity
533278,,COALINDIA,COAL INDIA LTD.,Active,A ,10.00,INE522F01014,Coal,Equity
533286,,MOIL,MOIL LTD.,Active,A ,10.00,INE490G01020,Mining,Equity
533293,,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2.00,INE146L01010,Auto Parts & Equipment,Equity
533303,,BFINVEST,BF INVESTMENT LTD.,Active,A ,5.00,INE878K01010,Holding Companies,Equity
533326,,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Active,A ,1.00,INE621L01012,Construction & Engineering,Equity
533344,,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,A ,10.00,INE560K01014,Finance (including NBFCs),Equity
533398,,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.00,INE414G01012,Finance (including NBFCs),Equity
533400,,FCONSUMER,Future Consumer Ltd,Active,A ,6.00,INE220J01025,Packaged Foods,Equity
533519,,L&TFH,L&T FINANCE HOLDINGS LTD.,Active,A ,10.00,INE498L01015,Holding Companies,Equity
533520,,YAARII,Yaarii Digital Integrated Services Ltd,Active,A ,2.00,INE126M01010,Comm.Trading  & Distribution,Equity
533552,,RUPA,RUPA & COMPANY LTD.,Active,A ,1.00,INE895B01021,Other Apparels & Accessories,Equity
533573,,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity
533655,,TRITURBINE,TRIVENI TURBINE LTD.,Active,A ,1.00,INE152M01016,Heavy Electrical Equipment,Equity
533758,,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,2.00,INE702C01027,Iron & Steel Products,Equity
534076,,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,A ,1.00,INE743M01012,Other Industrial Goods,Equity
534091,,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.00,INE745G01035,Investment Companies,Equity
534139,,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A ,2.00,INE839M01018,Heavy Electrical Equipment,Equity
534309,,NBCC,NBCC (India) Ltd,Active,A ,1.00,INE095N01031,Construction & Engineering,Equity
534758,,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,A ,10.00,INE675C01017,IT Consulting & Software,Equity
534804,,CARERATING,CARE Ratings Ltd,Active,A ,10.00,INE752H01013,Other Financial Services,Equity
534809,,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10.00,INE785M01013,Other Apparels & Accessories,Equity
534816,,INDUSTOWER,Indus Towers Ltd,Active,A ,10.00,INE121J01017,Other Telecom Services,Equity
534976,,VMART,V-MART RETAIL LTD.,Active,A ,10.00,INE665J01013,Department Stores,Equity
535322,,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.00,INE612J01015,Housing Finance ,Equity
535648,,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.00,INE599M01018,Publishing,Equity
535754,,ORIENTCEM,Orient Cement Ltd,Active,A ,1.00,INE876N01018,Cement & Cement Products,Equity
535755,,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.00,INE647O01011,Department Stores,Equity
535789,,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.00,INE148I01020,Housing Finance ,Equity
536507,,FLFL,Future Lifestyle Fashions Ltd,Active,A ,2.00,INE452O01016,Department Stores,Equity
537291,,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,A ,10.00,INE448G01010,Other Agricultural Products,Equity
538268,,WONDERLA,Wonderla Holidays Ltd,Active,A ,10.00,INE066O01014,Other Leisure Facilities,Equity
538566,,APOLLOTRI,Apollo Tricoat Tubes Ltd,Active,A ,2.00,INE919P01029,Comm.Trading  & Distribution,Equity
538567,,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2.00,INE635Q01029,Oil Marketing & Distribution,Equity
538635,,SNOWMAN,Snowman Logistics Ltd,Active,A ,10.00,INE734N01019,Transportation - Logistics,Equity
538666,,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10.00,INE221J01015,Agrochemicals,Equity
538835,,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,IT Software Products,Equity
538962,,MINDACORP,Minda Corporation Ltd,Active,A ,2.00,INE842C01021,Auto Parts & Equipment,Equity
539118,,VRLLOG,VRL Logistics Ltd,Active,A ,10.00,INE366I01010,Transportation - Logistics,Equity
539150,,PNCINFRA,PNC Infratech Ltd,Active,A ,2.00,INE195J01029,Roads & Highways,Equity
539201,,SATIA,Satia Industries Ltd,Active,A ,1.00,INE170E01023,Paper & Paper Products,Equity
539254,,ADANITRANS,Adani Transmission Ltd,Active,A ,10.00,INE931S01010,Electric Utilities,Equity
539268,,SYNGENE,Syngene International Ltd,Active,A ,10.00,INE398R01022,Pharmaceuticals,Equity
539302,,POWERMECH,Power Mech Projects Ltd,Active,A ,10.00,INE211R01019,Construction & Engineering,Equity
539336,,GUJGAS,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,Integrated Oil & Gas,Equity
539404,,SATIN,Satin Creditcare Network Ltd,Active,A ,10.00,INE836B01017,Finance (including NBFCs),Equity
539437,,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Banks,Equity
539448,,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airlines,Equity
539450,,SHK,S H Kelkar and Company Ltd,Active,A ,10.00,INE500L01026,Personal Products,Equity
539523,,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity
539524,,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Services,Equity
539542,,LUXIND,Lux Industries Ltd,Active,A ,2.00,INE150G01020,Other Apparels & Accessories,Equity
539551,,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Healthcare Facilities,Equity
539597,,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.00,INE455T01018,Iron & Steel Products,Equity
539658,,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Sp.Consumer Services,Equity
539678,,QUICKHEAL,Quick Heal Technologies Ltd,Active,A ,10.00,INE306L01010,IT Software Products,Equity
539787,,HCG,HealthCare Global Enterprises Ltd,Active,A ,10.00,INE075I01017,Healthcare Facilities,Equity
539807,,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.00,INE483S01020,Internet Software & Services,Equity
539844,,EQUITAS,Equitas Holdings Ltd,Active,A ,10.00,INE988K01017,Holding Companies,Equity
539871,,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10.00,INE594H01019,Healthcare Services,Equity
539874,,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10.00,INE334L01012,Finance (including NBFCs),Equity
539876,,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity
539883,,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,A ,10.00,INE417C01014,Holding Companies,Equity
539889,,PARAGMILK,Parag Milk Foods Ltd,Active,A ,10.00,INE883N01014,Packaged Foods,Equity
539957,,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,Utilities:Non-Elec.,Equity
539978,,QUESS,Quess Corp Ltd,Active,A ,10.00,INE615P01015,Diversified,Equity
540005,,LTI,Larsen & Toubro Infotech Ltd,Active,A ,1.00,INE214T01019,IT Consulting & Software,Equity
540025,,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.00,INE837H01020,Other Agricultural Products,Equity
540047,,DBL,Dilip Buildcon Ltd,Active,A ,10.00,INE917M01012,Roads & Highways,Equity
540064,,FRETAIL,Future Retail Ltd,Active,A ,2.00,INE752P01024,Department Stores,Equity
540065,,RBLBANK,RBL Bank Ltd,Active,A ,10.00,INE976G01028,Banks,Equity
540115,,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,Internet Software & Services,Equity
540133,,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity
540153,,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Parts & Equipment,Equity
540173,,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.00,INE572E01012,Housing Finance ,Equity
540180,,VBL,Varun Beverages Ltd,Active,A ,10.00,INE200M01013,Non-alcoholic Beverages,Equity
540203,,SFL,Sheela Foam Ltd,Active,A ,5.00,INE916U01025,Furniture-Furnishing-Paints,Equity
540212,,TCIEXP,TCI Express Ltd,Active,A ,2.00,INE586V01016,Transportation - Logistics,Equity
540222,,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.00,INE947Q01028,Pharmaceuticals,Equity
540293,,PRICOLLTD,Pricol Ltd,Active,A ,1.00,INE726V01018,Auto Parts & Equipment,Equity
540376,,DMART,Avenue Supermarts Ltd,Active,A ,10.00,INE192R01011,Department Stores,Equity
540425,,SHANKARA,Shankara Building Products Ltd,Active,A ,10.00,INE274V01019,Iron & Steel Products,Equity
540530,,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.00,INE031A01017,Housing Finance ,Equity
540544,,PSPPROJECT,PSP Projects Ltd,Active,A ,10.00,INE488V01015,Construction & Engineering,Equity
540575,,STARCEMENT,Star Cement Ltd,Active,A ,1.00,INE460H01021,Cement & Cement Products,Equity
540595,,TEJASNET,Tejas Networks Ltd,Active,A ,10.00,INE010J01012,Other Telecom Services,Equity
540596,,ERIS,Eris Lifesciences Ltd,Active,A ,1.00,INE406M01024,Pharmaceuticals,Equity
540611,,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.00,INE949L01017,Banks,Equity
540673,,SIS,SIS Ltd,Active,A ,5.00,INE285J01028,Sp.Consumer Services,Equity
540678,,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10.00,INE704P01017,Shipping,Equity
540691,,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10.00,INE674K01013,Holding Companies,Equity
540692,,APEX,Apex Frozen Foods Ltd,Active,A ,10.00,INE346W01013,Packaged Foods,Equity
540699,,DIXON,Dixon Technologies (India) Ltd,Active,A ,2.00,INE935N01020,Consumer Electronics,Equity
540701,,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2.00,INE385W01011,Pharmaceuticals,Equity
540716,,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10.00,INE765G01017,General Insurance,Equity
540719,,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10.00,INE123W01016,Life Insurance,Equity
540724,,DIAMONDYD,Prataap Snacks Ltd,Active,A ,5.00,INE393P01035,Packaged Foods,Equity
540743,,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10.00,INE850D01014,Other Agricultural Products,Equity
540749,,MASFIN,MAS Financial Services Ltd,Active,A ,10.00,INE348L01012,Finance (including NBFCs),Equity
540750,,IEX,Indian Energy Exchange Ltd,Active,A ,1.00,INE022Q01020,Electric Utilities,Equity
540755,,GICRE,General Insurance Corporation of India,Active,A ,5.00,INE481Y01014,General Insurance,Equity
540762,,TIINDIA,Tube Investments of India Ltd,Active,A ,1.00,INE974X01010,Auto Parts & Equipment,Equity
540767,,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10.00,INE298J01013,Asset Management Cos.,Equity
540768,,MAHLOG,Mahindra Logistics Ltd,Active,A ,10.00,INE766P01016,Transportation - Logistics,Equity
540769,,NIACL,The New India Assurance Company Ltd,Active,A ,5.00,INE470Y01017,General Insurance,Equity
540777,,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10.00,INE795G01014,Life Insurance,Equity
540798,,FSC,Future Supply Chain Solutions Ltd,Active,A ,10.00,INE935Q01015,Transportation - Logistics,Equity
540900,,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10.00,INE619B01017,IT Consulting & Software,Equity
540902,,AMBER,Amber Enterprises India Ltd,Active,A ,10.00,INE371P01015,Consumer Electronics,Equity
540935,,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10.00,INE600K01018,Specialty Chemicals,Equity
540975,,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.00,INE914M01019,Healthcare Services,Equity
541019,,HGINFRA,H.G. Infra Engineering Ltd,Active,A ,10.00,INE926X01010,Construction & Engineering,Equity
541143,,BDL,Bharat Dynamics Ltd,Active,A ,10.00,INE171Z01018,Defence,Equity
541153,,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10.00,INE545U01014,Banks,Equity
541154,,HAL,Hindustan Aeronautics Ltd,Active,A ,10.00,INE066F01012,Aerospace,Equity
541179,,ISEC,ICICI Securities Ltd,Active,A ,5.00,INE763G01038,Other Financial Services,Equity
541195,,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10.00,INE099Z01011,Iron & Steel Products,Equity
541233,,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10.00,INE970X01018,Hotels,Equity
541301,,ORIENTELEC,Orient Electric Ltd,Active,A ,1.00,INE142Z01019,Consumer Electronics,Equity
541336,,INDOSTAR,Indostar Capital Finance Ltd,Active,A ,10.00,INE896L01010,Finance (including NBFCs),Equity
541403,,DOLLAR,Dollar Industries Ltd,Active,A ,2.00,INE325C01035,Other Apparels & Accessories,Equity
541450,,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10.00,INE364U01010,Heavy Electrical Equipment,Equity
541540,,SOLARA,Solara Active Pharma Sciences Ltd,Active,A ,10.00,INE624Z01016,Pharmaceuticals,Equity
541556,,RITES,RITES Ltd,Active,A ,10.00,INE320J01015,Construction & Engineering,Equity
541557,,FINEORG,Fine Organic Industries Ltd,Active,A ,5.00,INE686Y01026,Specialty Chemicals,Equity
541578,,VARROC,Varroc Engineering Ltd,Active,A ,1.00,INE665L01035,Auto Parts & Equipment,Equity
541700,,TCNSBRANDS,TCNS Clothing Co. Ltd,Active,A ,2.00,INE778U01029,Other Apparels & Accessories,Equity
541729,,HDFCAMC,HDFC Asset Management Company Ltd,Active,A ,5.00,INE127D01025,Asset Management Cos.,Equity
541770,,CREDITACC,CreditAccess Grameen Ltd,Active,A ,10.00,INE741K01010,Finance (including NBFCs),Equity
541956,,IRCON,IRCON International Ltd,Active,A ,2.00,INE962Y01021,Construction & Engineering,Equity
541988,,AAVAS,AAVAS Financiers Ltd,Active,A ,10.00,INE216P01012,Housing Finance ,Equity
542011,,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A ,10.00,INE382Z01011,Commercial Vehicles,Equity
542066,,ATGL,Adani Total Gas Ltd,Active,A ,1.00,INE399L01023,Integrated Oil & Gas,Equity
542141,,TECHNOE,Techno Electric & Engineering Company Ltd,Active,A ,2.00,INE285K01026,Construction & Engineering,Equity
542216,,DALBHARAT,Dalmia Bharat Ltd,Active,A ,2.00,INE00R701025,Cement & Cement Products,Equity
542333,,RPSGVENT,RPSG Ventures Ltd,Active,A ,10.00,INE425Y01011,IT Consulting & Software,Equity
542337,,SPENCER,Spencers Retail Ltd,Active,A ,5.00,INE020801028,Department Stores,Equity
542399,,CHALET,Chalet Hotels Ltd,Active,A ,10.00,INE427F01016,Hotels,Equity
542484,,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.00,INE955V01021,Other Apparels & Accessories,Equity
542597,,MSTC,MSTC Ltd,Active,A ,10.00,INE255X01014,Comm.Trading  & Distribution,Equity
542649,,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.00,INE415G01027,Construction & Engineering,Equity
542650,,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.00,INE112L01020,Healthcare Services,Equity
542651,,KPITTECH,KPIT Technologies Ltd,Active,A ,10.00,INE04I401011,IT Consulting & Software,Equity
542652,,POLYCAB,Polycab India Ltd,Active,A ,10.00,INE455K01017,Other Elect.Equip./ Prod.,Equity
542665,,NEOGEN,Neogen Chemicals Ltd,Active,A ,10.00,INE136S01016,Specialty Chemicals,Equity
542726,,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.00,INE933S01016,Internet Software & Services,Equity
542752,,AFFLE,Affle (India) Ltd,Active,A ,10.00,INE00WC01019,Advertising & Media,Equity
542759,,SPANDANA,Spandana Sphoorty Financial Ltd,Active,A ,10.00,INE572J01011,Finance (including NBFCs),Equity
542760,,SWSOLAR,Sterling and Wilson Solar Ltd,Active,A ,1.00,INE00M201021,Heavy Electrical Equipment,Equity
542772,,IIFLWAM,IIFL Wealth Management Ltd,Active,A ,2.00,INE466L01020,Other Financial Services,Equity
542773,,IIFLSEC,IIFL Securities Ltd,Active,A ,2.00,INE489L01022,Other Financial Services,Equity
542812,,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.00,INE09N301011,Specialty Chemicals,Equity
542830,,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,10.00,INE335Y01012,Travel Support Services,Equity
542867,,CSBBANK,CSB Bank Ltd,Active,A ,10.00,INE679A01013,Banks,Equity
542904,,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Active,A ,10.00,INE551W01018,Banks,Equity
542905,,SHIL,Somany Home Innovation Ltd,Active,A ,2.00,INE05AN01011,Other Elect.Equip./ Prod.,Equity
542907,,PRINCEPIPE,Prince Pipes and Fittings Ltd,Active,A ,10.00,INE689W01016,Plastic Products,Equity
542920,,SUMICHEM,Sumitomo Chemical India Ltd,Active,A ,10.00,INE258G01013,Agrochemicals,Equity
543064,,SUVENPHAR,Suven Pharmaceuticals Ltd,Active,A ,1.00,INE03QK01018,Pharmaceuticals,Equity
543066,,SBICARD,SBI Cards and Payment Services Ltd,Active,A ,10.00,INE018E01016,Finance (including NBFCs),Equity
543187,,POWERINDIA,ABB Power Products and Systems India Ltd,Active,A ,2.00,INE07Y701011,Heavy Electrical Equipment,Equity
570001,,TATAMTRDVR,Tata Motors  Ltd - DVR,Active,A ,2.00,IN9155A01020,Commercial Vehicles,Equity
